0.000000, 119582.953995
0.004630, 68680.961181
0.009259, 52242.206154
0.013889, 44379.353523
0.018519, 39502.843437
0.023148, 35948.090722
0.027778, 33103.815575
0.032407, 30792.912531
0.037037, 28971.400937
0.041667, 27547.080777
0.046296, 26381.218060
0.050926, 25358.507403
0.055556, 24415.811760
0.060185, 23528.783707
0.064815, 22693.377901
0.069444, 21916.820598
0.074074, 21211.648498
0.078704, 20587.234918
0.083333, 20042.083041
0.087963, 19562.347042
0.092593, 19127.105800
0.097222, 18716.232196
0.101852, 18316.383528
0.106481, 17923.130529
0.111111, 17539.565629
0.115741, 17172.756389
0.120370, 16829.589346
0.125000, 16513.403112
0.129630, 16222.390566
0.134259, 15950.046200
0.138889, 15687.187178
0.143519, 15424.624332
0.148148, 15155.543794
0.152778, 14876.963184
0.157407, 14590.031470
0.162037, 14299.293164
0.166667, 14011.275306
0.171296, 13732.865817
0.175926, 13469.929272
0.180556, 13226.463097
0.185185, 13004.381693
0.189815, 12803.806723
0.194444, 12623.614147
0.199074, 12461.978387
0.203704, 12316.743847
0.208333, 12185.587090
0.212963, 12066.044318
0.217593, 11955.525020
0.222222, 11851.407090
0.226852, 11751.237855
0.231481, 11652.991096
0.236111, 11555.288561
0.240741, 11457.501427
0.245370, 11359.694990
0.250000, 11262.444740
0.254630, 11166.606678
0.259259, 11073.149917
0.263889, 10983.148942
0.268519, 10897.992407
0.273148, 10819.807073
0.277778, 10752.031952
0.282407, 10700.018118
0.287037, 10671.481015
0.291667, 10676.602976
0.296296, 10727.587013
0.300926, 10837.514763
0.305556, 11018.473321
0.310185, 11279.084141
0.314815, 11621.764902
0.319444, 12040.231130
0.324074, 12517.835352
0.328704, 13027.294612
0.333333, 13532.152489
0.337963, 13989.988673
0.342593, 14357.003397
0.347222, 14593.268101
0.351852, 14667.743791
0.356481, 14562.182379
0.361111, 14273.243313
0.365741, 13812.519596
0.370370, 13204.578107
0.375000, 12483.476348
0.379630, 11688.443172
0.384259, 10859.469639
0.388889, 10033.459697
0.393519, 9241.386367
0.398148, 8506.651184
0.402778, 7844.613313
0.407407, 7263.082523
0.412037, 6763.476330
0.416667, 6342.323278
0.421296, 5992.833876
0.425926, 5706.333702
0.430556, 5473.436197
0.435185, 5284.907693
0.439815, 5132.233836
0.444444, 5007.931560
0.449074, 4905.666130
0.453704, 4820.233509
0.458333, 4747.460230
0.462963, 41446.206807
0.467593, 31447.778458
0.472222, 22238.803111
0.476852, 12201.992206
0.481481, 5390.328934
0.486111, 5046.031022
0.490741, 7073.769340
0.495370, 7594.836254
0.500000, 6299.075627
0.504630, 4832.105112
0.509259, 4293.668098
0.513889, 4478.148816
0.518519, 4682.667929
0.523148, 4573.722601
0.527778, 4295.006732
0.532407, 4093.024046
0.537037, 4037.216718
0.541667, 4040.773486
0.546296, 4014.216972
0.550926, 3946.475985
0.555556, 3875.184459
0.560185, 3827.414807
0.564815, 3799.089418
0.569444, 3772.805023
0.574074, 3739.161652
0.578704, 3700.676316
0.583333, 3663.403510
0.587963, 3629.939867
0.592593, 3599.408175
0.597222, 3570.846196
0.601852, 3545.060300
0.606481, 3523.856946
0.611111, 3508.556772
0.615741, 3499.502043
0.620370, 3496.600229
0.625000, 3500.024439
0.629630, 3510.480436
0.634259, 3529.098866
0.638889, 3557.268600
0.643519, 3596.567977
0.648148, 3648.736622
0.652778, 3715.587897
0.657407, 3798.844124
0.662037, 3899.943748
0.666667, 4019.864960
0.671296, 4158.972870
0.675926, 4316.879145
0.680556, 4492.314280
0.685185, 4683.031517
0.689815, 4885.768025
0.694444, 5096.281945
0.699074, 5309.472091
0.703704, 5519.577051
0.708333, 5720.442649
0.712963, 5905.839231
0.717593, 6069.803332
0.722222, 6206.973803
0.726852, 6312.892455
0.731481, 6384.243734
0.736111, 6419.015440
0.740741, 6416.571468
0.745370, 6377.636298
0.750000, 6304.198662
0.754630, 6199.347704
0.759259, 6067.058805
0.763889, 5911.947927
0.768519, 5739.013219
0.773148, 5553.381152
0.777778, 5360.072030
0.782407, 5163.796719
0.787037, 4968.793086
0.791667, 4778.707098
0.796296, 4596.520087
0.800926, 4424.520382
0.805556, 4264.314777
0.810185, 4116.873093
0.814815, 3982.597808
0.819444, 3861.410160
0.824074, 3752.844502
0.828704, 3656.143576
0.833333, 3570.348873
0.837963, 3494.381824
0.842593, 3427.113226
0.847222, 3367.419718
0.851852, 3314.227246
0.856481, 3266.542270
0.861111, 3223.471954
0.865741, 3184.234832
0.870370, 3148.163577
0.875000, 3114.701506
0.879630, 3083.394445
0.884259, 3053.879524
0.888889, 3025.872388
0.893519, 2999.154168
0.898148, 2973.559360
0.902778, 2948.965506
0.907407, 2925.285251
0.912037, 2902.461022
0.916667, 2880.462307
0.921296, 2859.285188
0.925926, 28175.725730
0.930556, 21264.101157
0.935185, 14914.051008
0.939815, 8025.885131
0.944444, 3371.160037
0.949074, 3160.147637
0.953704, 4576.898813
0.958333, 4960.664334
0.962963, 4100.667895
0.967593, 3127.092919
0.972222, 2794.520132
0.976852, 2961.540905
0.981481, 3145.575851
0.986111, 3117.529794
0.990741, 2975.776473
0.995370, 2889.320701
1.000000, 2905.790969
1.004630, 2965.716286
1.009259, 3007.928243
1.013889, 3025.214206
1.018519, 3043.913544
1.023148, 3083.149874
1.027778, 3140.550088
1.032407, 3204.317509
1.037037, 3267.738887
1.041667, 3331.783106
1.046296, 3399.313309
1.050926, 3470.308403
1.055556, 3541.938397
1.060185, 3611.027814
1.064815, 3675.488949
1.069444, 3733.948308
1.074074, 3784.851258
1.078704, 3826.208360
1.083333, 3856.011467
1.087963, 3872.721589
1.092593, 3875.433845
1.097222, 3863.773444
1.101852, 3837.753468
1.106481, 3797.713426
1.111111, 3744.306321
1.115741, 3678.468253
1.120370, 3601.357030
1.125000, 3514.289016
1.129630, 3418.697429
1.134259, 3316.107421
1.138889, 3208.109387
1.143519, 3096.319425
1.148148, 2982.329644
1.152778, 2867.657635
1.157407, 2753.702666
1.162037, 2641.712114
1.166667, 2532.759354
1.171296, 2427.733670
1.175926, 2327.341772
1.180556, 2232.118821
1.185185, 2142.445240
1.189815, 2058.565300
1.194444, 1980.604402
1.199074, 1908.583594
1.203704, 1842.431365
1.208333, 1781.993730
1.212963, 1727.043991
1.217593, 1677.293404
1.222222, 1632.403447
1.226852, 1591.999659
1.231481, 1555.686392
1.236111, 1523.061388
1.240741, 1493.729083
1.245370, 1467.311747
1.250000, 1443.458049
1.254630, 1421.849053
1.259259, 1402.202000
1.263889, 1384.272400
1.268519, 1367.854942
