0.000000 0.125333 0.248690 0.368125 0.481754 0.587785 0.684547 0.770513 0.844328 0.904827 0.951057 0.982287 0.998027 0.998027 0.982287 0.951057 0.904827 0.844328 0.770513 0.684547 0.587785 0.481754 0.368125 0.248690 0.125333 -0.000000 -0.125333 -0.248690 -0.368125 -0.481754 -0.587785 -0.684547 -0.770513 -0.844328 -0.904827 -0.951057 -0.982287 -0.998027 -0.998027 -0.982287 -0.951057 -0.904827 -0.844328 -0.770513 -0.684547 -0.587785 -0.481754 -0.368125 -0.248690 -0.125333 0.000000 0.125333 0.248690 0.368125 0.481754 0.587785 0.684547 0.770513 0.844328 0.904827 0.951057 0.982287 0.998027 0.998027 0.982287 0.951057 0.904827 0.844328 0.770513 0.684547 0.587785 0.481754 0.368125 0.248690 0.125333 0.000000 -0.125333 -0.248690 -0.368125 -0.481754 -0.587785 -0.684547 -0.770513 -0.844328 -0.904827 -0.951057 -0.982287 -0.998027 -0.998027 -0.982287 -0.951057 -0.904827 -0.844328 -0.770513 -0.684547 -0.587785 -0.481754 -0.368125 -0.248690 -0.125333 0.000000 0.125333 
0.125333 0.250666 0.374023 0.493458 0.607087 0.713118 0.809880 0.895846 0.969661 1.030160 1.076390 1.107620 1.123360 1.123360 1.107620 1.076390 1.030160 0.969661 0.895846 0.809880 0.713118 0.607087 0.493458 0.374023 0.250666 0.125333 -0.000000 -0.123357 -0.242791 -0.356420 -0.462452 -0.559214 -0.645180 -0.718995 -0.779494 -0.825723 -0.856954 -0.872693 -0.872693 -0.856954 -0.825723 -0.779494 -0.718995 -0.645180 -0.559214 -0.462452 -0.356420 -0.242791 -0.123357 0.000000 0.125333 0.250666 0.374023 0.493458 0.607087 0.713118 0.809880 0.895846 0.969661 1.030160 1.076390 1.107620 1.123360 1.123360 1.107620 1.076390 1.030160 0.969661 0.895846 0.809880 0.713118 0.607087 0.493458 0.374023 0.250666 0.125333 -0.000000 -0.123357 -0.242791 -0.356420 -0.462452 -0.559214 -0.645180 -0.718995 -0.779494 -0.825723 -0.856954 -0.872693 -0.872693 -0.856954 -0.825723 -0.779494 -0.718995 -0.645180 -0.559214 -0.462452 -0.356420 -0.242791 -0.123357 0.000000 0.125333 0.250666 
0.248690 0.374023 0.497380 0.616814 0.730444 0.836475 0.933237 1.019203 1.093018 1.153517 1.199746 1.230977 1.246717 1.246717 1.230977 1.199746 1.153517 1.093018 1.019203 0.933237 0.836475 0.730444 0.616814 0.497380 0.374023 0.248690 0.123357 -0.000000 -0.119435 -0.233064 -0.339095 -0.435857 -0.521823 -0.595638 -0.656137 -0.702367 -0.733597 -0.749337 -0.749337 -0.733597 -0.702367 -0.656137 -0.595638 -0.521823 -0.435857 -0.339095 -0.233064 -0.119435 0.000000 0.123357 0.248690 0.374023 0.497380 0.616814 0.730444 0.836475 0.933237 1.019203 1.093018 1.153517 1.199746 1.230977 1.246717 1.246717 1.230977 1.199746 1.153517 1.093018 1.019203 0.933237 0.836475 0.730444 0.616814 0.497380 0.374023 0.248690 0.123357 0.000000 -0.119435 -0.233064 -0.339095 -0.435857 -0.521823 -0.595638 -0.656137 -0.702367 -0.733597 -0.749337 -0.749337 -0.733597 -0.702367 -0.656137 -0.595638 -0.521823 -0.435857 -0.339095 -0.233064 -0.119435 0.000000 0.123357 0.248690 0.374023 
0.368125 0.493458 0.616814 0.736249 0.849878 0.955910 1.052672 1.138638 1.212452 1.272952 1.319181 1.350412 1.366151 1.366151 1.350412 1.319181 1.272952 1.212452 1.138638 1.052672 0.955910 0.849878 0.736249 0.616814 0.493458 0.368125 0.242791 0.119435 -0.000000 -0.113629 -0.219661 -0.316423 -0.402389 -0.476203 -0.536702 -0.582932 -0.614163 -0.629902 -0.629902 -0.614163 -0.582932 -0.536702 -0.476203 -0.402389 -0.316423 -0.219661 -0.113629 0.000000 0.119435 0.242791 0.368125 0.493458 0.616814 0.736249 0.849878 0.955910 1.052672 1.138638 1.212452 1.272952 1.319181 1.350412 1.366151 1.366151 1.350412 1.319181 1.272952 1.212452 1.138638 1.052672 0.955910 0.849878 0.736249 0.616814 0.493458 0.368125 0.242791 0.119435 -0.000000 -0.113629 -0.219661 -0.316423 -0.402389 -0.476203 -0.536702 -0.582932 -0.614163 -0.629902 -0.629902 -0.614163 -0.582932 -0.536702 -0.476203 -0.402389 -0.316423 -0.219661 -0.113629 -0.000000 0.119435 0.242791 0.368125 0.493458 
0.481754 0.607087 0.730444 0.849878 0.963507 1.069539 1.166301 1.252267 1.326082 1.386581 1.432810 1.464041 1.479780 1.479780 1.464041 1.432810 1.386581 1.326082 1.252267 1.166301 1.069539 0.963507 0.849878 0.730444 0.607087 0.481754 0.356420 0.233064 0.113629 -0.000000 -0.106032 -0.202793 -0.288760 -0.362574 -0.423073 -0.469303 -0.500534 -0.516273 -0.516273 -0.500534 -0.469303 -0.423073 -0.362574 -0.288760 -0.202793 -0.106032 0.000000 0.113629 0.233064 0.356420 0.481754 0.607087 0.730444 0.849878 0.963507 1.069539 1.166301 1.252267 1.326082 1.386581 1.432810 1.464041 1.479780 1.479780 1.464041 1.432810 1.386581 1.326082 1.252267 1.166301 1.069539 0.963507 0.849878 0.730444 0.607087 0.481754 0.356420 0.233064 0.113629 -0.000000 -0.106032 -0.202793 -0.288760 -0.362574 -0.423073 -0.469303 -0.500534 -0.516273 -0.516273 -0.500534 -0.469303 -0.423073 -0.362574 -0.288760 -0.202793 -0.106032 0.000000 0.113629 0.233064 0.356420 0.481754 0.607087 
0.587785 0.713118 0.836475 0.955910 1.069539 1.175571 1.272332 1.358298 1.432113 1.492612 1.538842 1.570073 1.585812 1.585812 1.570073 1.538842 1.492612 1.432113 1.358298 1.272332 1.175571 1.069539 0.955910 0.836475 0.713118 0.587785 0.462452 0.339095 0.219661 0.106032 -0.000000 -0.096762 -0.182728 -0.256543 -0.317042 -0.363271 -0.394502 -0.410241 -0.410241 -0.394502 -0.363271 -0.317042 -0.256543 -0.182728 -0.096762 0.000000 0.106032 0.219661 0.339095 0.462452 0.587785 0.713118 0.836475 0.955910 1.069539 1.175571 1.272332 1.358298 1.432113 1.492612 1.538842 1.570073 1.585812 1.585812 1.570073 1.538842 1.492612 1.432113 1.358298 1.272332 1.175571 1.069539 0.955910 0.836475 0.713118 0.587785 0.462452 0.339095 0.219661 0.106032 0.000000 -0.096762 -0.182728 -0.256543 -0.317042 -0.363271 -0.394502 -0.410241 -0.410241 -0.394502 -0.363271 -0.317042 -0.256543 -0.182728 -0.096762 0.000000 0.106032 0.219661 0.339095 0.462452 0.587785 0.713118 
0.684547 0.809880 0.933237 1.052672 1.166301 1.272332 1.369094 1.455060 1.528875 1.589374 1.635604 1.666834 1.682574 1.682574 1.666834 1.635604 1.589374 1.528875 1.455060 1.369094 1.272332 1.166301 1.052672 0.933237 0.809880 0.684547 0.559214 0.435857 0.316423 0.202793 0.096762 0.000000 -0.085966 -0.159781 -0.220280 -0.266509 -0.297740 -0.313480 -0.313480 -0.297740 -0.266509 -0.220280 -0.159781 -0.085966 0.000000 0.096762 0.202793 0.316423 0.435857 0.559214 0.684547 0.809880 0.933237 1.052672 1.166301 1.272332 1.369094 1.455060 1.528875 1.589374 1.635604 1.666834 1.682574 1.682574 1.666834 1.635604 1.589374 1.528875 1.455060 1.369094 1.272332 1.166301 1.052672 0.933237 0.809880 0.684547 0.559214 0.435857 0.316423 0.202793 0.096762 -0.000000 -0.085966 -0.159781 -0.220280 -0.266509 -0.297740 -0.313480 -0.313480 -0.297740 -0.266509 -0.220280 -0.159781 -0.085966 0.000000 0.096762 0.202793 0.316423 0.435857 0.559214 0.684547 0.809880 
0.770513 0.895846 1.019203 1.138638 1.252267 1.358298 1.455060 1.541026 1.614841 1.675340 1.721570 1.752800 1.768540 1.768540 1.752800 1.721570 1.675340 1.614841 1.541026 1.455060 1.358298 1.252267 1.138638 1.019203 0.895846 0.770513 0.645180 0.521823 0.402389 0.288760 0.182728 0.085966 -0.000000 -0.073815 -0.134314 -0.180543 -0.211774 -0.227513 -0.227513 -0.211774 -0.180543 -0.134314 -0.073815 0.000000 0.085966 0.182728 0.288760 0.402389 0.521823 0.645180 0.770513 0.895846 1.019203 1.138638 1.252267 1.358298 1.455060 1.541026 1.614841 1.675340 1.721570 1.752800 1.768540 1.768540 1.752800 1.721570 1.675340 1.614841 1.541026 1.455060 1.358298 1.252267 1.138638 1.019203 0.895846 0.770513 0.645180 0.521823 0.402389 0.288760 0.182728 0.085966 0.000000 -0.073815 -0.134314 -0.180543 -0.211774 -0.227513 -0.227513 -0.211774 -0.180543 -0.134314 -0.073815 0.000000 0.085966 0.182728 0.288760 0.402389 0.521823 0.645180 0.770513 0.895846 
0.844328 0.969661 1.093018 1.212452 1.326082 1.432113 1.528875 1.614841 1.688656 1.749155 1.795384 1.826615 1.842355 1.842355 1.826615 1.795384 1.749155 1.688656 1.614841 1.528875 1.432113 1.326082 1.212452 1.093018 0.969661 0.844328 0.718995 0.595638 0.476203 0.362574 0.256543 0.159781 0.073815 -0.000000 -0.060499 -0.106729 -0.137959 -0.153699 -0.153699 -0.137959 -0.106729 -0.060499 0.000000 0.073815 0.159781 0.256543 0.362574 0.476203 0.595638 0.718995 0.844328 0.969661 1.093018 1.212452 1.326082 1.432113 1.528875 1.614841 1.688656 1.749155 1.795384 1.826615 1.842355 1.842355 1.826615 1.795384 1.749155 1.688656 1.614841 1.528875 1.432113 1.326082 1.212452 1.093018 0.969661 0.844328 0.718995 0.595638 0.476203 0.362574 0.256543 0.159781 0.073815 -0.000000 -0.060499 -0.106729 -0.137959 -0.153699 -0.153699 -0.137959 -0.106729 -0.060499 0.000000 0.073815 0.159781 0.256543 0.362574 0.476203 0.595638 0.718995 0.844328 0.969661 
0.904827 1.030160 1.153517 1.272952 1.386581 1.492612 1.589374 1.675340 1.749155 1.809654 1.855884 1.887114 1.902854 1.902854 1.887114 1.855884 1.809654 1.749155 1.675340 1.589374 1.492612 1.386581 1.272952 1.153517 1.030160 0.904827 0.779494 0.656137 0.536702 0.423073 0.317042 0.220280 0.134314 0.060499 -0.000000 -0.046229 -0.077460 -0.093200 -0.093200 -0.077460 -0.046229 0.000000 0.060499 0.134314 0.220280 0.317042 0.423073 0.536702 0.656137 0.779494 0.904827 1.030160 1.153517 1.272952 1.386581 1.492612 1.589374 1.675340 1.749155 1.809654 1.855884 1.887114 1.902854 1.902854 1.887114 1.855884 1.809654 1.749155 1.675340 1.589374 1.492612 1.386581 1.272952 1.153517 1.030160 0.904827 0.779494 0.656137 0.536702 0.423073 0.317042 0.220280 0.134314 0.060499 -0.000000 -0.046229 -0.077460 -0.093200 -0.093200 -0.077460 -0.046229 0.000000 0.060499 0.134314 0.220280 0.317042 0.423073 0.536702 0.656137 0.779494 0.904827 1.030160 
