-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
-0.040855 -0.040855 -0.040757 -0.040466 -0.039892 -0.038950 -0.037566 -0.035676 -0.033230 -0.030189 -0.026530 -0.022247 -0.017347 -0.011852 -0.005800 0.000757 0.007757 0.015123 0.022774 0.030617 0.038559 0.046500 0.054344 0.061994 0.069361 0.076360 0.082918 0.088970 0.094464 0.099365 0.103648 0.107306 0.110347 0.112794 0.114683 0.116067 0.117009 0.117584 0.117875 0.117973 0.117973 0.117973 
