0.07 0.04 -0.330299
0.22 0.04 -0.331002
0.38 0.04 -0.331738
0.53 0.04 -0.332483
0.67 0.04 -0.333230
0.82 0.04 -0.333979
0.97 0.04 -0.334728
1.12 0.04 -0.335478
1.27 0.04 -0.336228
1.43 0.04 -0.336978
1.57 0.04 -0.337729
1.72 0.04 -0.338479
1.88 0.04 -0.339230
2.02 0.04 -0.339981
2.17 0.04 -0.340731
2.32 0.04 -0.341482
2.48 0.04 -0.342233
2.62 0.04 -0.342984
2.77 0.04 -0.343735
2.92 0.04 -0.344486
3.07 0.04 -0.345237
3.23 0.04 -0.345988
3.38 0.04 -0.346739
3.52 0.04 -0.347490
3.67 0.04 -0.348241
3.82 0.04 -0.348992
3.97 0.04 -0.349743
4.12 0.04 -0.350494
4.27 0.04 -0.351245
4.42 0.04 -0.351997
4.58 0.04 -0.352748
4.72 0.04 -0.353499
4.88 0.04 -0.354250
5.02 0.04 -0.355001
5.17 0.04 -0.355753
5.33 0.04 -0.356504
5.47 0.04 -0.357255
5.62 0.04 -0.358006
5.77 0.04 -0.358758
5.92 0.04 -0.359509
6.08 0.04 -0.360260
6.22 0.04 -0.361012
6.38 0.04 -0.361763
6.52 0.04 -0.362514
6.67 0.04 -0.363265
6.83 0.04 -0.364017
6.97 0.04 -0.364768
7.12 0.04 -0.365519
7.27 0.04 -0.366271
7.42 0.04 -0.367022
7.57 0.04 -0.367773
7.72 0.04 -0.368525
7.88 0.04 -0.369276
8.03 0.04 -0.370027
8.17 0.04 -0.370779
8.32 0.04 -0.371530
8.47 0.04 -0.372281
8.62 0.04 -0.373032
8.78 0.04 -0.373784
8.92 0.04 -0.374535
9.07 0.04 -0.375286
9.22 0.04 -0.376038
9.38 0.04 -0.376789
9.53 0.04 -0.377540
9.67 0.04 -0.378291
9.82 0.04 -0.379043
9.97 0.04 -0.379794
10.12 0.04 -0.380545
10.28 0.04 -0.381296
10.42 0.04 -0.382048
10.57 0.04 -0.382799
10.72 0.04 -0.383550
10.88 0.04 -0.384301
11.03 0.04 -0.385053
11.17 0.04 -0.385804
11.32 0.04 -0.386555
11.47 0.04 -0.387306
11.62 0.04 -0.388057
11.78 0.04 -0.388808
11.92 0.04 -0.389560
12.07 0.04 -0.390311
12.22 0.04 -0.391062
12.38 0.04 -0.391813
12.53 0.04 -0.392564
12.67 0.04 -0.393315
12.82 0.04 -0.394066
12.97 0.04 -0.394817
13.12 0.04 -0.395569
13.28 0.04 -0.396320
13.42 0.04 -0.397071
13.57 0.04 -0.397822
13.72 0.04 -0.398573
13.88 0.04 -0.399324
14.03 0.04 -0.400075
14.17 0.04 -0.400826
14.32 0.04 -0.401577
14.47 0.04 -0.402328
14.62 0.04 -0.403079
14.77 0.04 -0.403830
14.92 0.04 -0.404581
15.07 0.04 -0.405332
15.22 0.04 -0.406083
15.38 0.04 -0.406834
15.52 0.04 -0.407584
15.67 0.04 -0.408335
15.82 0.04 -0.409086
15.97 0.04 -0.409837
16.12 0.04 -0.410588
16.27 0.04 -0.411339
16.43 0.04 -0.412090
16.57 0.04 -0.412841
16.72 0.04 -0.413591
16.88 0.04 -0.414342
17.02 0.04 -0.415093
17.18 0.04 -0.415844
17.32 0.04 -0.416594
17.47 0.04 -0.417345
17.62 0.04 -0.418096
17.77 0.04 -0.418847
17.93 0.04 -0.419597
18.07 0.04 -0.420348
18.22 0.04 -0.421099
18.38 0.04 -0.421850
18.52 0.04 -0.422600
18.68 0.04 -0.423351
18.82 0.04 -0.424102
18.97 0.04 -0.424852
19.12 0.04 -0.425603
19.27 0.04 -0.426353
19.43 0.04 -0.427104
19.57 0.04 -0.427855
19.72 0.04 -0.428605
19.88 0.04 -0.429356
20.02 0.04 -0.430106
20.18 0.04 -0.430857
20.32 0.04 -0.431608
20.47 0.04 -0.432358
20.62 0.04 -0.433109
20.77 0.04 -0.433859
20.93 0.04 -0.434610
21.07 0.04 -0.435360
21.22 0.04 -0.436111
21.38 0.04 -0.436861
21.52 0.04 -0.437611
21.68 0.04 -0.438362
21.82 0.04 -0.439112
21.97 0.04 -0.439863
22.12 0.04 -0.440613
22.27 0.04 -0.441364
22.43 0.04 -0.442114
22.57 0.04 -0.442864
22.72 0.04 -0.443615
22.88 0.04 -0.444365
23.02 0.04 -0.445115
23.18 0.04 -0.445866
23.32 0.04 -0.446616
23.47 0.04 -0.447366
23.62 0.04 -0.448117
23.77 0.04 -0.448867
23.93 0.04 -0.449617
24.07 0.04 -0.450368
24.22 0.04 -0.451118
24.38 0.04 -0.451868
24.52 0.04 -0.452619
24.68 0.04 -0.453369
24.82 0.04 -0.454119
24.97 0.04 -0.454870
25.12 0.04 -0.455620
25.27 0.04 -0.456370
25.43 0.04 -0.457121
25.57 0.04 -0.457871
25.72 0.04 -0.458621
25.88 0.04 -0.459371
26.02 0.04 -0.460122
26.18 0.04 -0.460872
26.32 0.04 -0.461622
26.47 0.04 -0.462373
26.62 0.04 -0.463123
26.77 0.04 -0.463874
26.93 0.04 -0.464624
27.07 0.04 -0.465374
27.22 0.04 -0.466125
27.38 0.04 -0.466875
27.52 0.04 -0.467626
27.68 0.04 -0.468376
27.82 0.04 -0.469127
27.97 0.04 -0.469877
28.12 0.04 -0.470628
28.27 0.04 -0.471379
28.43 0.04 -0.472129
28.57 0.04 -0.472880
28.72 0.04 -0.473631
28.88 0.04 -0.474382
29.02 0.04 -0.475133
29.17 0.04 -0.475884
29.32 0.04 -0.476635
29.47 0.04 -0.477386
29.62 0.04 -0.478137
29.77 0.04 -0.478888
29.92 0.04 -0.479640

0.07 0.12 -0.330288
0.22 0.12 -0.331006
0.38 0.12 -0.331742
0.53 0.12 -0.332485
0.67 0.12 -0.333232
0.82 0.12 -0.333981
0.97 0.12 -0.334730
1.12 0.12 -0.335479
1.27 0.12 -0.336229
1.43 0.12 -0.336980
1.57 0.12 -0.337730
1.72 0.12 -0.338480
1.88 0.12 -0.339231
2.02 0.12 -0.339982
2.17 0.12 -0.340732
2.32 0.12 -0.341483
2.48 0.12 -0.342234
2.62 0.12 -0.342985
2.77 0.12 -0.343736
2.92 0.12 -0.344487
3.07 0.12 -0.345238
3.23 0.12 -0.345989
3.38 0.12 -0.346740
3.52 0.12 -0.347491
3.67 0.12 -0.348242
3.82 0.12 -0.348993
3.97 0.12 -0.349744
4.12 0.12 -0.350495
4.27 0.12 -0.351246
4.42 0.12 -0.351997
4.58 0.12 -0.352749
4.72 0.12 -0.353500
4.88 0.12 -0.354251
5.02 0.12 -0.355002
5.17 0.12 -0.355754
5.33 0.12 -0.356505
5.47 0.12 -0.357256
5.62 0.12 -0.358007
5.77 0.12 -0.358759
5.92 0.12 -0.359510
6.08 0.12 -0.360261
6.22 0.12 -0.361012
6.38 0.12 -0.361764
6.52 0.12 -0.362515
6.67 0.12 -0.363266
6.83 0.12 -0.364018
6.97 0.12 -0.364769
7.12 0.12 -0.365520
7.27 0.12 -0.366271
7.42 0.12 -0.367023
7.57 0.12 -0.367774
7.72 0.12 -0.368525
7.88 0.12 -0.369277
8.03 0.12 -0.370028
8.17 0.12 -0.370779
8.32 0.12 -0.371531
8.47 0.12 -0.372282
8.62 0.12 -0.373033
8.78 0.12 -0.373785
8.92 0.12 -0.374536
9.07 0.12 -0.375287
9.22 0.12 -0.376038
9.38 0.12 -0.376790
9.53 0.12 -0.377541
9.67 0.12 -0.378292
9.82 0.12 -0.379043
9.97 0.12 -0.379795
10.12 0.12 -0.380546
10.28 0.12 -0.381297
10.42 0.12 -0.382048
10.57 0.12 -0.382800
10.72 0.12 -0.383551
10.88 0.12 -0.384302
11.03 0.12 -0.385053
11.17 0.12 -0.385805
11.32 0.12 -0.386556
11.47 0.12 -0.387307
11.62 0.12 -0.388058
11.78 0.12 -0.388809
11.92 0.12 -0.389560
12.07 0.12 -0.390312
12.22 0.12 -0.391063
12.38 0.12 -0.391814
12.53 0.12 -0.392565
12.67 0.12 -0.393316
12.82 0.12 -0.394067
12.97 0.12 -0.394818
13.12 0.12 -0.395569
13.28 0.12 -0.396320
13.42 0.12 -0.397071
13.57 0.12 -0.397822
13.72 0.12 -0.398574
13.88 0.12 -0.399325
14.03 0.12 -0.400076
14.17 0.12 -0.400827
14.32 0.12 -0.401578
14.47 0.12 -0.402329
14.62 0.12 -0.403080
14.77 0.12 -0.403831
14.92 0.12 -0.404581
15.07 0.12 -0.405332
15.22 0.12 -0.406083
15.38 0.12 -0.406834
15.52 0.12 -0.407585
15.67 0.12 -0.408336
15.82 0.12 -0.409087
15.97 0.12 -0.409838
16.12 0.12 -0.410589
16.27 0.12 -0.411340
16.43 0.12 -0.412090
16.57 0.12 -0.412841
16.72 0.12 -0.413592
16.88 0.12 -0.414343
17.02 0.12 -0.415094
17.18 0.12 -0.415844
17.32 0.12 -0.416595
17.47 0.12 -0.417346
17.62 0.12 -0.418097
17.77 0.12 -0.418847
17.93 0.12 -0.419598
18.07 0.12 -0.420349
18.22 0.12 -0.421100
18.38 0.12 -0.421850
18.52 0.12 -0.422601
18.68 0.12 -0.423352
18.82 0.12 -0.424102
18.97 0.12 -0.424853
19.12 0.12 -0.425604
19.27 0.12 -0.426354
19.43 0.12 -0.427105
19.57 0.12 -0.427855
19.72 0.12 -0.428606
19.88 0.12 -0.429357
20.02 0.12 -0.430107
20.18 0.12 -0.430858
20.32 0.12 -0.431608
20.47 0.12 -0.432359
20.62 0.12 -0.433109
20.77 0.12 -0.433860
20.93 0.12 -0.434610
21.07 0.12 -0.435361
21.22 0.12 -0.436111
21.38 0.12 -0.436862
21.52 0.12 -0.437612
21.68 0.12 -0.438363
21.82 0.12 -0.439113
21.97 0.12 -0.439863
22.12 0.12 -0.440614
22.27 0.12 -0.441364
22.43 0.12 -0.442115
22.57 0.12 -0.442865
22.72 0.12 -0.443615
22.88 0.12 -0.444366
23.02 0.12 -0.445116
23.18 0.12 -0.445867
23.32 0.12 -0.446617
23.47 0.12 -0.447367
23.62 0.12 -0.448118
23.77 0.12 -0.448868
23.93 0.12 -0.449618
24.07 0.12 -0.450369
24.22 0.12 -0.451119
24.38 0.12 -0.451869
24.52 0.12 -0.452619
24.68 0.12 -0.453370
24.82 0.12 -0.454120
24.97 0.12 -0.454870
25.12 0.12 -0.455621
25.27 0.12 -0.456371
25.43 0.12 -0.457121
25.57 0.12 -0.457872
25.72 0.12 -0.458622
25.88 0.12 -0.459372
26.02 0.12 -0.460122
26.18 0.12 -0.460873
26.32 0.12 -0.461623
26.47 0.12 -0.462374
26.62 0.12 -0.463124
26.77 0.12 -0.463874
26.93 0.12 -0.464625
27.07 0.12 -0.465375
27.22 0.12 -0.466126
27.38 0.12 -0.466876
27.52 0.12 -0.467626
27.68 0.12 -0.468377
27.82 0.12 -0.469128
27.97 0.12 -0.469878
28.12 0.12 -0.470629
28.27 0.12 -0.471379
28.43 0.12 -0.472130
28.57 0.12 -0.472881
28.72 0.12 -0.473632
28.88 0.12 -0.474383
29.02 0.12 -0.475133
29.17 0.12 -0.475884
29.32 0.12 -0.476636
29.47 0.12 -0.477387
29.62 0.12 -0.478138
29.77 0.12 -0.478889
29.92 0.12 -0.479640

0.07 0.20 -0.330283
0.22 0.20 -0.331009
0.38 0.20 -0.331744
0.53 0.20 -0.332487
0.67 0.20 -0.333233
0.82 0.20 -0.333981
0.97 0.20 -0.334730
1.12 0.20 -0.335480
1.27 0.20 -0.336230
1.43 0.20 -0.336980
1.57 0.20 -0.337730
1.72 0.20 -0.338480
1.88 0.20 -0.339231
2.02 0.20 -0.339982
2.17 0.20 -0.340732
2.32 0.20 -0.341483
2.48 0.20 -0.342234
2.62 0.20 -0.342985
2.77 0.20 -0.343736
2.92 0.20 -0.344487
3.07 0.20 -0.345238
3.23 0.20 -0.345989
3.38 0.20 -0.346740
3.52 0.20 -0.347491
3.67 0.20 -0.348242
3.82 0.20 -0.348993
3.97 0.20 -0.349744
4.12 0.20 -0.350495
4.27 0.20 -0.351246
4.42 0.20 -0.351997
4.58 0.20 -0.352749
4.72 0.20 -0.353500
4.88 0.20 -0.354251
5.02 0.20 -0.355002
5.17 0.20 -0.355753
5.33 0.20 -0.356505
5.47 0.20 -0.357256
5.62 0.20 -0.358007
5.77 0.20 -0.358759
5.92 0.20 -0.359510
6.08 0.20 -0.360261
6.22 0.20 -0.361012
6.38 0.20 -0.361764
6.52 0.20 -0.362515
6.67 0.20 -0.363266
6.83 0.20 -0.364018
6.97 0.20 -0.364769
7.12 0.20 -0.365520
7.27 0.20 -0.366271
7.42 0.20 -0.367023
7.57 0.20 -0.367774
7.72 0.20 -0.368525
7.88 0.20 -0.369277
8.03 0.20 -0.370028
8.17 0.20 -0.370779
8.32 0.20 -0.371531
8.47 0.20 -0.372282
8.62 0.20 -0.373033
8.78 0.20 -0.373784
8.92 0.20 -0.374536
9.07 0.20 -0.375287
9.22 0.20 -0.376038
9.38 0.20 -0.376790
9.53 0.20 -0.377541
9.67 0.20 -0.378292
9.82 0.20 -0.379043
9.97 0.20 -0.379795
10.12 0.20 -0.380546
10.28 0.20 -0.381297
10.42 0.20 -0.382048
10.57 0.20 -0.382800
10.72 0.20 -0.383551
10.88 0.20 -0.384302
11.03 0.20 -0.385053
11.17 0.20 -0.385804
11.32 0.20 -0.386556
11.47 0.20 -0.387307
11.62 0.20 -0.388058
11.78 0.20 -0.388809
11.92 0.20 -0.389560
12.07 0.20 -0.390311
12.22 0.20 -0.391063
12.38 0.20 -0.391814
12.53 0.20 -0.392565
12.67 0.20 -0.393316
12.82 0.20 -0.394067
12.97 0.20 -0.394818
13.12 0.20 -0.395569
13.28 0.20 -0.396320
13.42 0.20 -0.397071
13.57 0.20 -0.397822
13.72 0.20 -0.398573
13.88 0.20 -0.399324
14.03 0.20 -0.400075
14.17 0.20 -0.400827
14.32 0.20 -0.401578
14.47 0.20 -0.402328
14.62 0.20 -0.403079
14.77 0.20 -0.403830
14.92 0.20 -0.404581
15.07 0.20 -0.405332
15.22 0.20 -0.406083
15.38 0.20 -0.406834
15.52 0.20 -0.407585
15.67 0.20 -0.408336
15.82 0.20 -0.409087
15.97 0.20 -0.409838
16.12 0.20 -0.410589
16.27 0.20 -0.411339
16.43 0.20 -0.412090
16.57 0.20 -0.412841
